Category	Precision	Recall	F1-score	TP	FP	FN
HCC1395_ONT_Dorado,0.4,Longphase_TO_v0_0_1,indel	0.21107266435986158	0.11423220973782772	0.14823815309842042	183	684	1419
HCC1395_ONT_Dorado,0.2,Longphase_TO_v0_0_1,indel	0.027122641509433963	0.01435705368289638	0.018775510204081632	23	825	1579
HCC1937_ONT,1.0,Longphase_TO_v0_0_1,indel	0.2151281008540057	0.529	0.3058687481931194	529	1930	471
HCC1937_ONT,0.8,Longphase_TO_v0_0_1,indel	0.3381240544629349	0.447	0.3850129198966408	447	875	553
HCC1937_ONT,0.6,Longphase_TO_v0_0_1,indel	0.3158783783783784	0.374	0.3424908424908425	374	810	626
HCC1937_ONT,0.4,Longphase_TO_v0_0_1,indel	0.17420435510887772	0.208	0.18960802187784867	208	986	792
HCC1937_ONT,0.2,Longphase_TO_v0_0_1,indel	0.03210048848569435	0.046	0.037813399095766545	46	1387	954
HCC1954_ONT,1.0,Longphase_TO_v0_0_1,indel	0.23897389738973898	0.22528638099278744	0.2319283686394409	531	1691	1826
HCC1954_ONT,0.8,Longphase_TO_v0_0_1,indel	0.19074074074074074	0.17479847263470513	0.18242196147885764	412	1748	1945
HCC1954_ONT,0.6,Longphase_TO_v0_0_1,indel	0.10192307692307692	0.08994484514212983	0.09556006310570206	212	1868	2145
HCC1954_ONT,0.4,Longphase_TO_v0_0_1,indel	0.03285924472780775	0.028425965210012727	0.030482256596906277	67	1972	2290
HCC1954_ONT,0.2,Longphase_TO_v0_0_1,indel	0.005120327700972862	0.004242681374628765	0.004640371229698376	10	1943	2347

