Category	Precision	Recall	F1-score	TP	FP	FN
HCC1937_ONT,0.4,DeepSomatic_TO_v1_8_0,snv	0.2284868646348026	0.5895979296850344	0.32934332304980174	9341	31541	6502
HCC1937_ONT,0.4,ClairS_TO_ssrs_v0_3_0,snv	0.26780923994038747	0.45370195038818406	0.33680856547103055	7188	19652	8655
HCC1937_ONT,0.4,ClairS_TO_ssrs_v0_3_0_pileup,snv	0.002449904229113153	0.5170106671716216	0.004876699752533237	8191	3335205	7652
HCC1937_ONT,0.4,ClairS_TO_ssrs_v0_3_0_pileup_nonsomatic,snv	0.26248108925869895	0.5037556018430853	0.3451317866332245	7981	22425	7862
HCC1937_ONT,0.2,DeepSomatic_TO_v1_8_0,snv	0.13127330275475443	0.30890614151360224	0.18424817408327687	4894	32387	10949
HCC1937_ONT,0.2,ClairS_TO_ssrs_v0_3_0,snv	0.12768758227292673	0.18367733383828821	0.1506484093909352	2910	19880	12933
HCC1937_ONT,0.2,ClairS_TO_ssrs_v0_3_0_pileup,snv	0.0011501886846495908	0.24332512781670138	0.002289554730603151	3855	3347769	11988
HCC1937_ONT,0.2,ClairS_TO_ssrs_v0_3_0_pileup_nonsomatic,snv	0.1375887046365408	0.23619264028277473	0.17388475836431225	3742	23455	12101
HCC1954_ONT,1.0,DeepSomatic_TO_v1_8_0,snv	0.2139882167648603	0.8875877086861844	0.344839255499154	18342	67373	2323
HCC1954_ONT,1.0,ClairS_TO_ssrs_v0_3_0,snv	0.2483782115925887	0.798548270021776	0.3789033798677443	16502	49937	4163
HCC1954_ONT,1.0,ClairS_TO_ssrs_v0_3_0_pileup,snv	0.005564736270198288	0.8879264456811033	0.011060157273760743	18349	3279022	2316
HCC1954_ONT,1.0,ClairS_TO_ssrs_v0_3_0_pileup_nonsomatic,snv	0.24339069578266784	0.839777401403339	0.3774003436052454	17354	53947	3311
HCC1954_ONT,0.8,DeepSomatic_TO_v1_8_0,snv	0.19646514112723712	0.8541979191870313	0.3194556296544298	17652	72196	3013
HCC1954_ONT,0.8,ClairS_TO_ssrs_v0_3_0,snv	0.21788259495995885	0.717541737236874	0.33426510369702434	14828	53227	5837
HCC1954_ONT,0.8,ClairS_TO_ssrs_v0_3_0_pileup,snv	0.004977354147992344	0.8141785627873216	0.00989422151000816	16825	3363485	3840
HCC1954_ONT,0.8,ClairS_TO_ssrs_v0_3_0_pileup_nonsomatic,snv	0.21714636475242122	0.7703363174449552	0.33879223197658953	15919	57391	4746
HCC1954_ONT,0.6,DeepSomatic_TO_v1_8_0,snv	0.1792997904028922	0.7823856762642148	0.291741099622873	16168	74005	4497
HCC1954_ONT,0.6,ClairS_TO_ssrs_v0_3_0,snv	0.17545280518333087	0.5765787563513186	0.26903753880891895	11915	55995	8750
HCC1954_ONT,0.6,ClairS_TO_ssrs_v0_3_0_pileup,snv	0.004069826490265687	0.6748124848778128	0.00809085663576437	13945	3412491	6720
HCC1954_ONT,0.6,ClairS_TO_ssrs_v0_3_0_pileup_nonsomatic,snv	0.18022326369437194	0.6382772804258408	0.28108085070110383	13190	59997	7475
HCC1954_ONT,0.4,DeepSomatic_TO_v1_8_0,snv	0.14692041045889673	0.6194047907089282	0.23750545056453934	12800	74322	7865
HCC1954_ONT,0.4,ClairS_TO_ssrs_v0_3_0,snv	0.11686958685139401	0.3637067505443987	0.17689700621351911	7516	56795	13149
HCC1954_ONT,0.4,ClairS_TO_ssrs_v0_3_0_pileup,snv	0.002700548499753542	0.44858456327123153	0.005368776136224441	9270	3423366	11395
HCC1954_ONT,0.4,ClairS_TO_ssrs_v0_3_0_pileup_nonsomatic,snv	0.12592292909881664	0.4217275586740866	0.19393818011883304	8715	60494	11950
HCC1954_ONT,0.2,DeepSomatic_TO_v1_8_0,snv	0.08663366336633663	0.3472054197919187	0.13866743972556406	7175	75645	13490
HCC1954_ONT,0.2,ClairS_TO_ssrs_v0_3_0,snv	0.048189349903120196	0.1396080329058795	0.07164764754821004	2885	56983	17780
HCC1954_ONT,0.2,ClairS_TO_ssrs_v0_3_0_pileup,snv	0.0011581817392082561	0.1922574401161384	0.002302492986176349	3973	3426404	16692
HCC1954_ONT,0.2,ClairS_TO_ssrs_v0_3_0_pileup_nonsomatic,snv	0.0569144808319106	0.1774497943382531	0.08618602738116223	3667	60763	16998
COLO829_ONT_PAO,1.0,ClairS_TO_ss_v0_3_0,snv	0.6340148322629322	0.8316556834914428	0.7195096483167654	34453	19888	6974
COLO829_ONT_PAO,1.0,ClairS_TO_ss_v0_3_0_pileup,snv	0.009546743368601595	0.8843507857194584	0.018889570055525103	36636	3800903	4791
COLO829_ONT_PAO,1.0,ClairS_TO_ss_v0_3_0_pileup_nonsomatic,snv	0.21559627522979816	0.8673811765273856	0.34535188255364135	35933	130735	5494
COLO829_ONT_PAO,0.8,ClairS_TO_ss_v0_3_0,snv	0.611052053435385	0.8325246819706954	0.7047992724969091	34489	21953	6938
COLO829_ONT_PAO,0.8,ClairS_TO_ss_v0_3_0_pileup,snv	0.00890054000895753	0.8821782895213267	0.017623273947731992	36546	4069497	4881
COLO829_ONT_PAO,0.8,ClairS_TO_ss_v0_3_0_pileup_nonsomatic,snv	0.21113395260618842	0.8652328191758998	0.339438246936495	35844	133925	5583
COLO829_ONT_PAO,0.6,ClairS_TO_ss_v0_3_0,snv	0.5877152243837831	0.8247761121973592	0.6863524968864249	34168	23969	7259
COLO829_ONT_PAO,0.6,ClairS_TO_ss_v0_3_0_pileup,snv	0.00856591599055452	0.8731020831824655	0.016965386296733376	36170	4186379	5257
